time_step,hour_of_day,day_of_week,cpu_util_percent,mem_util_percent,net_in_mbps,net_out_mbps,disk_io_percent
1953,18.75,6,30.22,46.41,45.0,84.22,11.98
1954,18.83,6,27.86,46.99,45.82,88.18,18.6
1955,18.92,6,31.42,46.72,53.48,109.08,10.21
1956,19.0,6,29.77,47.61,52.99,104.15,20.2
1957,19.08,6,26.87,47.03,62.7,118.57,11.14
1958,19.17,6,26.73,47.06,54.07,118.22,12.8
1959,19.25,6,26.08,46.01,41.6,81.37,6.52
1960,19.33,6,25.15,46.98,49.81,102.78,16.81
1961,19.42,6,31.58,49.51,59.95,119.57,19.01
1962,19.5,6,30.81,48.68,46.72,95.34,17.82
1963,19.58,6,30.98,47.69,57.8,104.88,10.86
1964,19.67,6,27.43,49.48,36.02,81.18,22.6
1965,19.75,6,26.27,47.59,40.98,85.36,15.92
1966,19.83,6,26.04,44.65,34.85,77.33,14.42
1967,19.92,6,30.11,49.85,49.44,104.69,20.74
1968,20.0,6,47.31,58.04,67.98,140.94,61.21
1969,20.08,6,51.6,58.06,73.74,137.75,65.81
1970,20.17,6,50.02,57.48,81.54,153.18,60.53
1971,20.25,6,57.61,56.81,84.85,159.83,68.81
1972,20.33,6,23.48,43.88,49.57,94.9,19.03
1973,20.42,6,19.15,45.31,51.0,108.4,12.98
1974,20.5,6,25.4,44.87,62.24,117.01,16.96
1975,20.58,6,23.07,45.06,41.56,82.91,15.67
1976,20.67,6,22.16,43.25,45.87,84.41,15.04
1977,20.75,6,21.55,45.16,39.62,84.98,10.64
1978,20.83,6,21.17,45.31,48.52,96.69,11.1
1979,20.92,6,25.86,47.48,52.59,109.07,14.92
1980,21.0,6,23.93,43.49,38.43,82.67,16.26
1981,21.08,6,22.22,45.21,37.56,69.4,12.02
1982,21.17,6,18.85,46.63,48.7,98.59,14.77
1983,21.25,6,21.88,46.34,36.86,70.9,6.31
1984,21.33,6,23.17,45.61,41.91,86.15,15.8
1985,21.42,6,23.1,41.53,48.12,93.68,16.08
1986,21.5,6,22.41,44.59,40.57,92.2,18.88
1987,21.58,6,18.42,46.58,49.38,112.2,20.3
1988,21.67,6,13.05,43.51,38.93,78.84,16.0
1989,21.75,6,27.58,48.33,41.02,84.33,24.08
1990,21.83,6,16.52,40.99,30.13,54.24,14.01
1991,21.92,6,14.05,41.43,36.56,67.59,13.7
1992,22.0,6,21.22,46.09,40.04,84.01,18.53
1993,22.08,6,14.62,43.46,17.54,41.42,13.23
1994,22.17,6,17.63,43.56,28.39,63.2,13.08
1995,22.25,6,22.22,46.71,43.53,84.37,21.05
1996,22.33,6,26.36,46.74,53.76,108.27,19.48
1997,22.42,6,21.38,44.41,47.89,86.2,17.98
1998,22.5,6,18.35,42.34,52.73,101.87,11.13
1999,22.58,6,19.59,44.66,32.98,71.69,18.67
2000,22.67,6,13.32,43.0,25.84,65.0,13.66
2001,22.75,6,17.97,44.5,36.36,74.86,10.53
2002,22.83,6,50.63,55.35,144.24,272.58,25.44
2003,22.92,6,19.89,41.62,38.84,76.56,10.18
2004,23.0,6,26.06,48.93,44.71,92.69,6.88
2005,23.08,6,12.4,40.93,36.22,72.72,5.88
2006,23.17,6,17.68,43.39,43.91,98.81,13.43
2007,23.25,6,12.62,41.07,33.0,67.76,19.32
2008,23.33,6,17.22,46.25,35.68,73.38,15.56
2009,23.42,6,15.9,41.26,36.99,80.45,13.56
2010,23.5,6,13.65,43.37,25.04,57.58,18.69
2011,23.58,6,22.03,45.38,40.78,81.58,17.55
2012,23.67,6,19.7,40.66,38.78,81.85,19.02
2013,23.75,6,21.57,43.06,40.28,77.23,19.28
2014,23.83,6,16.9,41.39,33.92,72.18,12.97
2015,23.92,6,18.51,45.51,32.24,70.77,13.7
2016,0.0,0,60.06,64.48,78.87,149.85,65.9
2017,0.08,0,54.47,60.22,78.73,149.86,71.16
2018,0.17,0,57.33,59.75,88.55,166.23,63.64
2019,0.25,0,22.88,43.47,28.56,54.23,12.18
2020,0.33,0,27.58,49.69,44.12,91.49,16.62
2021,0.42,0,23.2,42.87,59.39,114.53,16.24
2022,0.5,0,18.53,43.13,35.7,77.04,16.98
2023,0.58,0,25.21,51.07,46.46,92.71,16.14
2024,0.67,0,23.66,44.61,58.1,117.65,14.46
2025,0.75,0,19.7,41.32,41.19,75.58,17.82
2026,0.83,0,26.14,43.23,49.11,92.67,20.19
2027,0.92,0,22.45,49.91,34.65,68.17,8.81
2028,1.0,0,36.51,52.12,61.31,126.34,23.4
2029,1.08,0,20.67,42.56,39.69,83.46,13.86
2030,1.17,0,21.68,44.38,48.42,95.83,21.81
2031,1.25,0,29.1,46.77,60.14,115.87,14.68
2032,1.33,0,25.74,42.86,46.13,96.02,12.46
2033,1.42,0,29.33,49.78,53.26,102.91,19.93
2034,1.5,0,27.85,47.6,33.42,73.84,25.49
2035,1.58,0,24.66,47.51,29.59,62.18,9.67
2036,1.67,0,22.05,44.93,50.2,106.83,18.87
2037,1.75,0,30.81,49.13,36.97,71.83,19.94
2038,1.83,0,22.75,40.77,44.92,90.21,15.56
2039,1.92,0,29.42,50.06,48.92,93.46,25.65
2040,2.0,0,30.9,46.73,61.93,129.61,10.07
2041,2.08,0,27.46,45.69,47.67,95.91,21.31
2042,2.17,0,27.07,46.12,61.9,116.38,20.66
2043,2.25,0,24.93,42.1,43.28,83.4,21.02
2044,2.33,0,30.24,47.44,60.45,121.39,21.84
2045,2.42,0,18.21,41.89,24.87,45.67,15.49
2046,2.5,0,31.64,48.48,37.97,77.45,16.69
2047,2.58,0,29.82,45.02,50.56,96.74,15.01
2048,2.67,0,28.9,49.86,38.47,78.46,19.58
2049,2.75,0,30.81,49.66,51.49,103.2,17.68
2050,2.83,0,25.45,44.72,42.23,85.52,15.52
2051,2.92,0,22.11,43.79,46.37,92.13,13.31
2052,3.0,0,32.5,51.3,45.48,92.7,16.49
2053,3.08,0,35.78,50.58,61.33,129.14,22.05
2054,3.17,0,25.4,43.95,52.39,110.67,16.42
2055,3.25,0,28.13,47.49,47.11,93.11,21.87
2056,3.33,0,34.78,48.47,60.56,122.63,13.28
2057,3.42,0,33.74,48.77,47.66,99.16,20.92
2058,3.5,0,43.2,54.34,63.77,122.9,16.77
2059,3.58,0,36.94,53.73,48.59,97.3,24.07
2060,3.67,0,36.45,55.45,77.45,152.1,24.06
2061,3.75,0,31.22,51.77,62.29,118.47,12.16
2062,3.83,0,36.09,51.1,71.59,137.66,15.96
2063,3.92,0,39.86,57.45,72.55,139.59,17.07
2064,4.0,0,57.57,62.02,78.77,150.44,64.15
2065,4.08,0,58.11,59.19,72.46,138.88,56.86
2066,4.17,0,59.4,61.92,82.89,161.41,62.32
2067,4.25,0,56.97,59.32,87.17,167.03,56.31
2068,4.33,0,60.63,59.79,85.43,166.98,64.17
2069,4.42,0,37.8,49.66,45.36,104.25,24.15
2070,4.5,0,42.53,53.84,72.01,136.94,27.31
2071,4.58,0,37.09,53.2,46.72,95.19,18.59
2072,4.67,0,40.52,55.37,60.25,120.99,20.14
2073,4.75,0,38.01,49.62,74.57,149.68,18.95
2074,4.83,0,41.23,52.94,64.86,128.92,20.41
2075,4.92,0,38.53,53.31,69.85,130.26,17.93
2076,5.0,0,41.83,54.13,67.97,129.04,24.69
2077,5.08,0,42.8,55.65,58.28,115.64,17.66
2078,5.17,0,36.94,50.75,65.16,123.83,18.66
2079,5.25,0,44.96,57.78,68.44,125.81,22.01
2080,5.33,0,40.94,53.42,52.25,100.01,22.2
2081,5.42,0,40.31,54.66,50.15,96.26,15.32
2082,5.5,0,39.9,52.2,65.95,123.67,18.99
2083,5.58,0,43.87,54.86,84.77,175.22,21.05
2084,5.67,0,43.24,51.27,58.28,116.48,24.02
2085,5.75,0,44.99,53.57,61.33,120.98,20.39
2086,5.83,0,45.49,55.06,72.77,145.59,20.96
2087,5.92,0,46.69,56.21,60.52,127.93,22.22
2088,6.0,0,54.72,64.99,99.49,191.02,27.88
2089,6.08,0,45.58,54.75,62.76,128.06,13.19
2090,6.17,0,43.3,51.73,62.97,120.84,21.25
2091,6.25,0,39.24,56.06,55.65,105.64,24.49
2092,6.33,0,42.56,56.31,73.55,146.94,17.33
2093,6.42,0,51.5,55.86,94.1,183.83,19.86
2094,6.5,0,50.13,58.49,69.53,139.14,27.43
2095,6.58,0,43.32,56.16,73.91,143.67,19.43
2096,6.67,0,57.1,61.02,73.07,137.63,23.0
2097,6.75,0,50.05,58.17,82.73,156.51,23.62
2098,6.83,0,50.94,56.66,90.19,178.13,12.73
2099,6.92,0,57.61,61.93,95.75,179.39,17.13
2100,7.0,0,56.26,59.34,83.58,161.38,26.38
2101,7.08,0,53.33,53.71,70.73,133.47,22.35
2102,7.17,0,53.92,59.65,79.71,152.51,22.84
2103,7.25,0,54.66,56.24,78.1,145.18,21.04
2104,7.33,0,51.0,59.98,72.62,140.35,21.65
2105,7.42,0,53.25,56.7,80.56,152.61,28.08
2106,7.5,0,54.66,54.69,80.06,145.58,24.19
2107,7.58,0,52.61,55.14,83.8,164.11,27.39
2108,7.67,0,50.07,57.45,80.8,158.49,21.9
2109,7.75,0,52.91,59.18,77.99,150.67,23.31
2110,7.83,0,50.78,55.02,79.39,147.28,24.0
2111,7.92,0,54.85,57.54,91.39,168.94,25.82
2112,8.0,0,68.21,65.68,92.6,188.34,52.83
2113,8.08,0,76.01,71.15,106.34,191.42,58.07
2114,8.17,0,50.04,55.1,66.82,124.82,19.81
2115,8.25,0,54.7,60.37,84.48,172.81,29.71
2116,8.33,0,58.24,57.73,86.47,177.96,17.66
2117,8.42,0,59.6,62.45,90.2,180.86,27.24
2118,8.5,0,59.53,63.3,78.52,154.0,21.79
2119,8.58,0,58.64,62.44,91.49,171.5,20.12
2120,8.67,0,53.94,61.26,80.54,146.56,22.28
2121,8.75,0,61.62,64.58,97.18,186.95,30.57
2122,8.83,0,54.67,63.3,77.11,144.98,21.1
2123,8.92,0,62.66,63.41,95.65,189.43,18.45
2124,9.0,0,61.34,66.3,92.17,166.63,21.56
2125,9.08,0,64.2,62.0,104.24,198.64,26.55
2126,9.17,0,59.83,61.51,85.87,169.21,18.49
2127,9.25,0,57.17,60.5,79.17,157.56,27.18
2128,9.33,0,55.8,58.02,78.01,154.58,17.62
2129,9.42,0,56.46,55.69,73.89,144.7,22.19
2130,9.5,0,55.14,61.55,77.14,149.49,27.06
2131,9.58,0,64.43,62.13,77.31,153.7,24.1
2132,9.67,0,65.12,63.5,104.09,199.07,20.91
2133,9.75,0,63.57,66.77,106.75,204.02,25.53
2134,9.83,0,61.75,63.93,87.92,168.43,23.46
2135,9.92,0,69.31,69.67,101.68,191.1,32.18
2136,10.0,0,61.98,63.13,90.68,166.48,28.78
2137,10.08,0,63.31,64.6,80.46,148.95,27.85
2138,10.17,0,62.57,62.68,98.3,185.02,25.73
2139,10.25,0,61.75,61.09,98.51,186.71,24.56
2140,10.33,0,65.33,65.5,85.07,158.29,25.44
2141,10.42,0,61.09,61.62,90.95,168.49,18.43
2142,10.5,0,61.03,63.75,86.13,163.21,25.27
2143,10.58,0,66.03,63.57,103.75,201.26,23.34
2144,10.67,0,62.05,62.57,88.8,159.84,25.17
2145,10.75,0,64.41,63.79,91.84,170.62,26.31
2146,10.83,0,62.88,65.45,105.02,199.85,23.78
2147,10.92,0,64.16,63.02,81.71,163.51,29.77
2148,11.0,0,61.96,65.26,91.34,185.21,21.19
2149,11.08,0,62.18,61.17,90.33,170.88,23.57
2150,11.17,0,61.66,63.29,84.16,159.7,24.1
2151,11.25,0,67.57,64.03,112.4,211.63,31.51
2152,11.33,0,65.3,66.62,96.05,184.02,26.45
2153,11.42,0,67.98,63.95,101.95,193.29,26.93
2154,11.5,0,68.42,64.35,103.62,197.1,30.59
2155,11.58,0,63.27,60.96,88.36,162.36,23.73
2156,11.67,0,68.01,65.81,106.55,193.47,30.5
2157,11.75,0,64.91,65.39,101.21,195.76,27.82
2158,11.83,0,64.43,64.96,91.33,173.44,31.06
2159,11.92,0,69.38,65.93,105.76,204.54,25.83
2160,12.0,0,83.06,71.05,124.59,235.38,53.76
2161,12.08,0,79.88,70.39,117.22,213.82,54.72
2162,12.17,0,66.69,64.53,88.35,176.79,26.43
2163,12.25,0,60.53,62.74,86.89,166.57,28.2
2164,12.33,0,65.79,64.97,97.75,182.21,25.58
2165,12.42,0,59.63,65.31,88.58,166.77,20.67
2166,12.5,0,61.38,62.7,82.7,152.8,30.76
2167,12.58,0,66.81,65.79,92.88,178.85,34.36
2168,12.67,0,55.35,60.05,84.24,161.07,17.57
2169,12.75,0,70.92,66.26,88.04,178.56,29.65
2170,12.83,0,67.45,66.06,96.09,185.56,29.85
2171,12.92,0,57.99,60.26,90.16,182.08,25.47
2172,13.0,0,72.71,67.6,104.52,193.33,34.47
2173,13.08,0,73.56,70.42,96.41,181.89,23.02
2174,13.17,0,63.44,62.58,85.68,168.67,23.61
2175,13.25,0,60.7,63.09,99.73,192.46,25.6
2176,13.33,0,69.7,61.4,91.13,173.96,31.1
2177,13.42,0,62.44,62.73,99.41,183.55,30.44
2178,13.5,0,64.04,62.83,86.88,156.38,21.19
2179,13.58,0,67.57,65.65,105.12,198.12,19.79
2180,13.67,0,62.59,62.69,94.44,179.1,28.77
2181,13.75,0,62.09,63.23,86.73,166.75,25.99
2182,13.83,0,58.29,60.47,70.81,130.23,25.23
2183,13.92,0,60.33,62.92,90.58,168.65,28.3
2184,14.0,0,61.41,59.2,90.14,174.21,22.11
2185,14.08,0,57.76,61.22,87.63,170.65,23.48
2186,14.17,0,57.85,59.16,88.74,170.73,26.56
2187,14.25,0,61.75,65.12,78.58,149.72,21.63
2188,14.33,0,54.91,57.8,84.04,155.33,21.56
2189,14.42,0,58.05,63.11,90.6,177.85,24.93
2190,14.5,0,67.67,65.43,102.05,197.33,29.01
2191,14.58,0,59.39,58.07,76.24,144.36,19.06
2192,14.67,0,58.67,59.65,94.64,184.52,27.34
2193,14.75,0,58.81,63.16,89.0,169.86,26.45
2194,14.83,0,58.58,62.94,89.74,168.11,21.27
2195,14.92,0,61.46,60.06,81.59,161.49,34.36
2196,15.0,0,60.91,65.53,94.15,179.97,21.43
2197,15.08,0,57.46,60.81,70.16,134.15,27.3
2198,15.17,0,57.76,62.76,77.53,143.14,25.55
2199,15.25,0,62.78,60.83,100.47,184.9,24.04
2200,15.33,0,52.57,57.74,83.75,164.99,23.5
2201,15.42,0,57.32,61.62,86.11,167.27,26.46
2202,15.5,0,57.65,60.32,91.73,169.26,35.83
2203,15.58,0,54.11,53.51,88.03,162.52,17.73
2204,15.67,0,56.07,59.85,88.35,179.53,14.02
2205,15.75,0,52.92,54.88,76.77,150.5,19.19
2206,15.83,0,57.98,58.95,77.55,155.63,24.37
2207,15.92,0,50.69,55.01,70.52,144.4,25.33
2208,16.0,0,80.07,73.3,122.37,225.62,62.43
2209,16.08,0,75.71,71.96,95.65,190.89,60.35
2210,16.17,0,74.02,68.99,107.75,198.56,66.68
2211,16.25,0,71.68,66.8,104.96,202.57,56.78
2212,16.33,0,57.06,60.73,95.22,180.81,30.91
2213,16.42,0,50.77,60.11,79.84,157.34,25.18
2214,16.5,0,48.57,52.89,69.9,134.76,28.14
2215,16.58,0,55.93,58.02,78.85,154.68,20.21
2216,16.67,0,48.68,58.91,73.36,148.86,20.76
2217,16.75,0,51.1,60.42,85.38,169.28,16.93
2218,16.83,0,53.88,60.43,86.11,164.69,24.67
2219,16.92,0,51.15,55.93,67.69,127.08,24.07
2220,17.0,0,56.23,62.28,84.71,160.99,32.09
2221,17.08,0,46.83,58.8,77.8,152.26,22.03
2222,17.17,0,48.59,58.3,71.41,141.8,16.08
2223,17.25,0,48.44,51.81,58.12,119.97,25.89
2224,17.33,0,50.65,58.04,74.2,139.91,19.01
2225,17.42,0,52.55,59.82,66.18,124.47,18.06
2226,17.5,0,47.87,55.51,59.29,111.63,24.77
2227,17.58,0,46.7,56.39,79.56,152.22,18.6
2228,17.67,0,41.55,52.67,85.03,164.13,17.99
2229,17.75,0,46.7,54.29,81.96,159.37,27.29
2230,17.83,0,43.6,57.64,52.32,97.1,22.95
2231,17.92,0,47.6,56.85,70.74,132.56,24.29
2232,18.0,0,43.57,52.39,62.56,119.1,15.39
2233,18.08,0,43.72,51.92,55.7,119.05,23.75
2234,18.17,0,39.02,50.84,65.54,126.06,18.64
2235,18.25,0,37.35,50.1,58.34,107.64,17.56
2236,18.33,0,49.77,57.69,65.41,129.65,24.08
2237,18.42,0,43.28,55.45,51.93,102.93,20.85
2238,18.5,0,43.8,55.68,62.69,116.98,15.1
2239,18.58,0,38.76,50.94,61.58,118.48,23.5
2240,18.67,0,44.59,56.91,67.56,129.91,25.34
2241,18.75,0,43.53,57.04,75.74,145.72,18.53
2242,18.83,0,37.86,51.52,63.14,128.3,21.9
2243,18.92,0,36.54,49.38,56.09,113.76,22.79
2244,19.0,0,37.26,51.97,53.17,106.34,11.84
2245,19.08,0,39.3,57.01,48.0,101.33,17.77
2246,19.17,0,39.57,50.69,53.75,104.71,11.18
2247,19.25,0,38.71,51.37,72.31,136.54,22.21
2248,19.33,0,42.71,54.33,73.16,143.24,22.46
2249,19.42,0,35.25,51.95,59.61,118.45,16.19
2250,19.5,0,33.54,46.12,51.3,94.96,17.78
2251,19.58,0,36.95,54.24,69.26,142.14,17.76
2252,19.67,0,30.62,51.36,43.66,83.49,9.49
2253,19.75,0,38.59,51.52,53.31,108.6,24.85
2254,19.83,0,36.11,56.66,57.58,116.41,20.05
2255,19.92,0,34.2,52.84,41.04,73.87,17.97
2256,20.0,0,51.6,60.57,68.61,134.63,49.32
2257,20.08,0,55.79,62.48,80.06,162.29,53.75
2258,20.17,0,37.33,54.11,56.1,107.44,12.98
2259,20.25,0,33.03,49.82,46.73,84.62,14.76
2260,20.33,0,35.6,50.78,74.0,142.62,19.75
2261,20.42,0,36.2,49.4,69.34,137.14,23.51
2262,20.5,0,34.0,49.14,69.52,134.69,8.86
2263,20.58,0,31.76,48.67,52.32,99.43,21.92
2264,20.67,0,33.48,50.2,51.27,97.13,15.54
2265,20.75,0,28.18,50.88,61.62,112.81,15.9
2266,20.83,0,31.74,45.08,53.77,97.4,18.07
2267,20.92,0,30.35,51.35,42.94,85.58,13.17
2268,21.0,0,29.49,46.25,42.46,88.55,12.41
2269,21.08,0,24.51,45.82,41.82,86.07,16.96
2270,21.17,0,26.66,45.55,46.81,95.52,24.24
2271,21.25,0,28.26,51.43,49.57,102.38,13.28
2272,21.33,0,32.81,48.77,52.91,111.77,14.39
2273,21.42,0,30.4,49.72,70.2,136.5,12.71
2274,21.5,0,32.42,50.74,43.08,89.27,17.2
2275,21.58,0,33.22,47.63,60.25,120.2,14.37
2276,21.67,0,29.77,48.2,46.9,95.16,13.6
2277,21.75,0,28.86,50.4,49.32,98.88,18.06
2278,21.83,0,24.73,44.38,52.2,104.45,10.4
2279,21.92,0,34.86,52.34,42.56,94.42,25.2
2280,22.0,0,22.72,44.56,34.69,79.61,10.98
2281,22.08,0,27.88,49.87,47.39,86.76,21.5
2282,22.17,0,53.48,62.56,149.26,279.76,31.26
2283,22.25,0,30.03,44.5,62.8,123.07,22.3
2284,22.33,0,50.59,55.09,155.34,295.92,26.94
2285,22.42,0,25.22,45.47,30.27,64.31,19.49
2286,22.5,0,23.73,48.61,35.07,74.39,16.79
2287,22.58,0,19.43,44.81,30.24,61.19,19.57
2288,22.67,0,26.66,44.51,46.55,97.86,15.62
2289,22.75,0,23.55,46.96,28.44,54.96,19.35
2290,22.83,0,31.19,47.21,61.22,118.66,22.23
2291,22.92,0,27.95,49.32,33.54,65.11,19.02
2292,23.0,0,25.83,47.7,54.25,106.15,15.38
2293,23.08,0,23.92,43.93,50.67,98.46,17.93
2294,23.17,0,25.88,46.51,37.3,81.32,14.99
2295,23.25,0,24.49,48.47,54.48,106.97,13.95
2296,23.33,0,25.55,42.71,42.99,94.84,19.54
2297,23.42,0,31.89,49.95,48.52,96.14,18.56
2298,23.5,0,21.44,42.44,37.36,71.84,18.46
2299,23.58,0,24.53,46.01,41.75,83.93,16.74
2300,23.67,0,27.55,48.31,46.11,95.38,18.93
2301,23.75,0,23.64,49.67,41.6,93.32,21.5
2302,23.83,0,30.55,48.7,44.54,86.95,16.99
2303,23.92,0,27.38,50.25,42.59,94.95,15.23
2304,0.0,1,37.7,50.28,55.66,109.24,43.96
2305,0.08,1,40.93,52.43,77.5,147.27,33.05
2306,0.17,1,37.76,53.17,55.75,114.22,45.09
2307,0.25,1,37.47,52.26,54.88,115.89,38.73
2308,0.33,1,39.8,52.25,74.89,147.58,49.47
2309,0.42,1,29.54,47.58,47.87,89.1,20.54
2310,0.5,1,27.78,50.17,41.21,85.85,20.61
2311,0.58,1,25.15,45.74,36.33,86.27,20.05
2312,0.67,1,28.04,45.58,37.28,67.11,15.17
2313,0.75,1,26.32,45.14,50.92,103.52,15.54
2314,0.83,1,21.38,45.96,26.22,55.77,8.58
2315,0.92,1,25.07,50.79,55.85,105.85,22.24
2316,1.0,1,25.43,45.39,44.78,95.77,11.2
2317,1.08,1,28.46,52.11,45.66,83.5,17.06
2318,1.17,1,57.18,60.71,164.9,305.06,29.2
2319,1.25,1,22.87,44.73,46.14,98.07,21.85
2320,1.33,1,26.05,44.9,42.5,90.93,15.51
2321,1.42,1,24.1,45.45,42.39,89.28,9.2
2322,1.5,1,25.39,44.91,53.89,107.87,17.27
2323,1.58,1,26.41,45.21,49.47,98.42,17.94
2324,1.67,1,25.53,43.19,35.64,71.8,18.08
2325,1.75,1,30.43,52.23,45.86,87.69,16.39
2326,1.83,1,32.21,51.62,39.4,84.99,17.5
2327,1.92,1,30.49,49.26,56.5,112.76,14.85
2328,2.0,1,21.48,44.38,46.55,98.01,16.0
2329,2.08,1,25.65,46.53,38.31,75.05,19.62
2330,2.17,1,27.51,45.82,66.45,125.59,17.93
2331,2.25,1,21.91,42.59,60.79,121.91,15.3
2332,2.33,1,25.55,47.93,45.84,82.52,20.88
2333,2.42,1,28.2,47.17,42.46,76.43,18.08
2334,2.5,1,27.56,48.05,50.26,105.54,17.01
2335,2.58,1,29.43,44.92,43.75,85.22,17.67
2336,2.67,1,24.85,45.55,52.42,105.31,11.37
2337,2.75,1,28.35,45.45,50.35,102.53,12.73
2338,2.83,1,60.21,63.06,162.73,308.09,24.56
2339,2.92,1,30.59,50.76,65.78,126.2,14.7
2340,3.0,1,32.42,52.51,48.95,96.19,17.92
2341,3.08,1,32.53,48.38,49.4,95.85,21.56
2342,3.17,1,30.06,46.27,57.94,117.4,20.34
2343,3.25,1,32.23,48.67,50.3,103.88,19.63
2344,3.33,1,61.61,61.33,182.44,344.79,28.78
2345,3.42,1,31.54,50.05,60.85,113.29,22.01
2346,3.5,1,29.13,45.3,46.99,105.74,21.26
2347,3.58,1,36.9,48.1,44.79,89.06,23.1
2348,3.67,1,32.57,48.96,42.47,86.2,13.35
2349,3.75,1,37.61,53.38,56.28,112.12,11.84
2350,3.83,1,35.34,48.85,60.65,114.62,15.72
2351,3.92,1,31.52,50.88,61.65,118.91,16.05
2352,4.0,1,61.48,63.4,87.04,173.97,67.49
2353,4.08,1,63.82,66.81,84.47,169.43,63.97
2354,4.17,1,61.1,60.89,87.19,167.97,61.76
2355,4.25,1,62.02,59.69,89.58,176.47,64.56
2356,4.33,1,34.62,51.77,66.98,132.62,20.8
2357,4.42,1,37.03,52.22,69.43,134.69,22.36
2358,4.5,1,38.18,52.59,52.8,101.27,17.89
2359,4.58,1,35.73,48.98,61.5,116.4,15.1
2360,4.67,1,34.38,52.02,49.43,95.18,15.48
2361,4.75,1,43.08,53.12,60.09,126.24,21.25
2362,4.83,1,41.1,53.9,72.63,145.1,16.07
2363,4.92,1,37.49,50.95,58.39,122.31,23.16
2364,5.0,1,40.59,53.98,68.83,135.89,15.98
2365,5.08,1,35.07,48.39,61.36,116.05,12.54
2366,5.17,1,33.75,51.19,54.87,111.78,19.06
2367,5.25,1,44.89,56.52,71.54,145.11,20.12
2368,5.33,1,42.33,54.28,67.43,134.57,22.47
2369,5.42,1,41.79,57.09,55.95,104.12,18.45
2370,5.5,1,43.2,54.86,70.74,129.97,22.41
2371,5.58,1,54.11,61.19,74.29,146.9,27.56
2372,5.67,1,46.3,56.02,62.01,120.05,19.08
2373,5.75,1,40.03,54.67,69.88,137.34,22.06
2374,5.83,1,38.25,49.14,56.16,107.48,26.74
2375,5.92,1,48.25,56.78,81.79,157.86,25.15
2376,6.0,1,48.0,54.34,81.38,150.99,18.83
2377,6.08,1,47.45,56.63,68.12,133.86,23.2
2378,6.17,1,43.03,55.13,75.18,148.96,15.55
2379,6.25,1,47.58,58.03,68.98,138.08,17.26
2380,6.33,1,44.21,55.87,67.51,124.98,27.02
2381,6.42,1,49.5,56.6,78.35,153.37,24.01
2382,6.5,1,51.05,56.47,92.57,173.7,28.92
2383,6.58,1,46.14,51.08,77.9,157.85,23.24
2384,6.67,1,52.43,58.73,77.46,154.21,20.93
2385,6.75,1,49.3,59.46,74.99,145.11,22.5
2386,6.83,1,51.05,58.19,63.6,135.38,23.84
2387,6.92,1,45.17,55.16,77.24,145.4,30.15
2388,7.0,1,50.99,58.23,83.37,159.77,25.56
2389,7.08,1,48.23,55.93,75.15,147.97,19.08
2390,7.17,1,52.68,59.09,83.95,171.29,22.4
2391,7.25,1,56.56,59.64,67.88,139.5,26.03
2392,7.33,1,52.85,56.99,69.77,139.6,18.86
2393,7.42,1,49.1,56.94,88.33,164.6,22.2
2394,7.5,1,54.85,59.49,78.75,147.36,22.89
2395,7.58,1,54.46,63.26,86.41,169.02,25.56
2396,7.67,1,60.66,60.68,81.82,151.01,24.77
2397,7.75,1,54.73,59.31,77.14,150.46,18.09
2398,7.83,1,52.19,57.97,92.46,180.45,22.86
2399,7.92,1,57.32,59.9,82.52,151.15,27.4
2400,8.0,1,81.41,72.66,116.88,223.62,76.41
2401,8.08,1,82.51,76.6,115.05,221.58,74.75
2402,8.17,1,79.35,70.07,112.19,210.13,63.73
2403,8.25,1,82.54,73.17,115.74,217.55,65.57
2404,8.33,1,56.58,56.64,67.9,123.27,19.92
2405,8.42,1,56.38,59.58,86.47,165.1,30.12
2406,8.5,1,55.11,62.91,76.83,140.66,25.76
2407,8.58,1,58.53,61.23,99.47,185.59,35.19
2408,8.67,1,54.62,60.59,74.37,141.85,28.79
2409,8.75,1,54.13,58.11,76.18,141.35,23.91
2410,8.83,1,61.0,62.96,107.76,197.74,23.43
2411,8.92,1,60.99,65.71,93.98,173.17,26.74
2412,9.0,1,54.57,57.23,72.61,146.8,27.01
2413,9.08,1,53.04,63.24,80.06,153.76,28.1
2414,9.17,1,56.21,57.2,72.69,147.18,22.9
2415,9.25,1,59.59,60.84,88.57,167.39,33.66
2416,9.33,1,64.36,62.29,85.8,162.52,25.91
2417,9.42,1,60.06,61.48,101.99,191.47,29.75
2418,9.5,1,58.17,59.48,88.18,158.72,25.89
2419,9.58,1,61.65,60.89,93.2,180.29,23.99
2420,9.67,1,60.98,60.07,95.78,181.87,17.39
2421,9.75,1,56.8,61.85,91.65,175.22,19.24
2422,9.83,1,57.06,60.2,77.95,140.32,28.97
2423,9.92,1,57.38,59.82,84.62,162.16,27.35
2424,10.0,1,71.0,67.51,96.64,181.75,30.12
2425,10.08,1,65.54,61.51,110.41,209.36,32.6
2426,10.17,1,60.66,62.91,72.79,140.65,21.25
2427,10.25,1,66.82,64.88,90.58,170.61,24.82
2428,10.33,1,61.14,62.39,87.73,170.72,23.67
2429,10.42,1,67.07,66.22,96.58,188.97,21.41
2430,10.5,1,63.76,66.98,92.44,174.36,22.74
2431,10.58,1,61.33,63.25,88.23,161.58,21.04
2432,10.67,1,66.17,64.38,93.11,170.68,20.26
